numberOfData, addingTime, findingTime, deletingTime
2356, 100, 1600, 800
2357, 0, 700, 700
2358, 0, 800, 700
2359, 0, 1600, 700
2360, 100, 1400, 700
2361, 100, 800, 1000
2362, 100, 1600, 700
2363, 0, 800, 700
2364, 0, 700, 700
2365, 100, 800, 700
2366, 100, 700, 1500
2367, 0, 800, 700
2368, 0, 800, 700
2369, 100, 800, 1600
2370, 100, 1000, 800
2371, 0, 800, 700
2372, 100, 1400, 1600
2373, 100, 1000, 700
2374, 0, 1000, 700
2375, 0, 800, 1500
2376, 100, 800, 700
2377, 100, 800, 700
2378, 0, 800, 1900
2379, 100, 800, 1200
2380, 0, 800, 700
2381, 100, 800, 1600
2382, 0, 800, 700
2383, 0, 800, 1000
2384, 0, 1200, 1500
2385, 0, 800, 700
2386, 0, 700, 1200
2387, 0, 700, 1500
2388, 0, 1000, 700
2389, 0, 800, 600
2390, 0, 800, 1500
2391, 0, 1100, 700
2392, 100, 800, 700
2393, 0, 800, 1800
2394, 0, 800, 700
2395, 0, 800, 700
2396, 100, 1800, 800
2397, 0, 700, 700
2398, 0, 700, 700
2399, 0, 1600, 900
2400, 0, 700, 700
2401, 0, 800, 700
2402, 100, 1600, 800
2403, 0, 800, 800
2404, 0, 700, 700
2405, 100, 3500, 700
2406, 0, 800, 700
2407, 0, 800, 700
2408, 0, 1500, 800
2409, 0, 800, 700
2410, 100, 800, 700
2411, 100, 3300, 800
2412, 100, 800, 700
2413, 0, 800, 800
2414, 0, 1700, 700
2415, 100, 800, 700
2416, 100, 800, 700
2417, 0, 1600, 800
2418, 0, 800, 700
2419, 100, 800, 700
2420, 0, 1700, 700
2421, 100, 800, 700
2422, 0, 800, 700
2423, 0, 1700, 800
2424, 0, 800, 700
2425, 0, 800, 1000
2426, 0, 1700, 700
2427, 100, 800, 700
2428, 0, 800, 700
2429, 0, 1600, 700
2430, 100, 800, 700
2431, 0, 800, 700
2432, 100, 1700, 700
2433, 100, 1200, 1700
2434, 500, 4500, 2700
2435, 100, 2000, 700
2436, 0, 900, 1600
2437, 100, 800, 700
2438, 100, 1800, 700
2439, 0, 900, 1500
2440, 100, 800, 800
2441, 0, 1800, 700
2442, 100, 800, 1600
2443, 0, 800, 700
2444, 0, 1800, 700
2445, 0, 800, 700
2446, 0, 800, 700
2447, 100, 1600, 700
2448, 100, 1100, 800
2449, 0, 700, 700
2450, 100, 1600, 1000
2451, 0, 900, 700
2452, 100, 800, 800
2453, 0, 1600, 800
2454, 100, 900, 2100
2455, 100, 800, 800
2456, 100, 800, 700
2457, 100, 800, 1800
2458, 0, 700, 700
2459, 0, 14400, 5300
2460, 100, 1500, 2400
2461, 0, 800, 3000
2462, 100, 800, 800
2463, 0, 800, 1600
2464, 100, 800, 600
2465, 0, 700, 700
2466, 0, 700, 1600
2467, 100, 800, 700
2468, 0, 800, 700
2469, 0, 1200, 1400
2470, 0, 800, 700
2471, 100, 900, 700
2472, 0, 700, 1500
2473, 0, 800, 800
2474, 0, 1600, 700
2475, 100, 900, 1600
2476, 100, 800, 700
2477, 0, 800, 700
2478, 100, 800, 1700
2479, 0, 800, 700
2480, 100, 800, 700
2481, 0, 800, 1500
2482, 100, 800, 700
2483, 0, 800, 700
2484, 0, 700, 1600
2485, 0, 700, 700
2486, 100, 800, 700
2487, 0, 800, 1600
2488, 0, 12600, 1000
2489, 100, 800, 1200
2490, 100, 800, 19800
2491, 200, 8200, 2800
2492, 300, 4000, 1900
2493, 400, 4300, 5400
2494, 300, 4000, 2000
2495, 400, 4000, 1100
2496, 100, 1600, 2100
2497, 100, 800, 1400
2498, 0, 800, 1000
2499, 100, 800, 1500
2500, 0, 900, 700
2501, 0, 800, 700
2502, 100, 800, 1600
2503, 100, 800, 700
2504, 0, 700, 700
2505, 0, 6200, 8600
2506, 100, 1600, 1000
2507, 0, 900, 800
2508, 0, 800, 1700
2509, 100, 800, 700
2510, 100, 700, 700
2511, 0, 700, 1600
2512, 0, 2300, 800
2513, 0, 800, 700
2514, 0, 700, 1900
2515, 0, 800, 700
2516, 0, 800, 700
2517, 600, 13900, 3100
2518, 0, 1000, 800
2519, 100, 800, 800
2520, 0, 800, 1700
2521, 100, 800, 1100
2522, 0, 900, 700
2523, 200, 1100, 1600
2524, 100, 800, 700
2525, 100, 800, 700
2526, 0, 800, 1600
2527, 0, 800, 700
2528, 100, 800, 700
2529, 0, 700, 1600
2530, 0, 700, 700
2531, 100, 800, 700
2532, 100, 800, 1600
2533, 100, 800, 700
2534, 0, 800, 700
2535, 0, 800, 1500
2536, 0, 700, 700
2537, 100, 800, 700
2538, 100, 800, 1600
2539, 100, 800, 700
2540, 0, 800, 700
2541, 100, 800, 1500
2542, 0, 800, 700
2543, 100, 800, 700
2544, 0, 700, 1500
2545, 0, 900, 700
2546, 0, 800, 700
2547, 0, 800, 1600
2548, 100, 800, 2400
2549, 0, 700, 700
2550, 0, 1500, 700
2551, 0, 700, 700
2552, 0, 800, 700
2553, 100, 1600, 1000
2554, 100, 800, 1000
2555, 100, 800, 700
2556, 100, 1600, 700
2557, 100, 800, 700
2558, 100, 800, 700
2559, 300, 4800, 1300
2560, 0, 1100, 1500
2561, 0, 800, 1100
2562, 0, 1800, 800
2563, 100, 800, 700
2564, 100, 800, 700
2565, 500, 7300, 1600
2566, 0, 900, 900
2567, 100, 900, 700
2568, 100, 1700, 700
2569, 0, 800, 700
2570, 100, 800, 700
2571, 100, 1700, 700
2572, 100, 800, 700
2573, 0, 800, 700
2574, 0, 1700, 800
2575, 0, 800, 700
2576, 100, 1100, 800
2577, 0, 1700, 700
2578, 0, 700, 1000
2579, 0, 800, 700
2580, 100, 1700, 700
2581, 100, 800, 1600
2582, 100, 800, 700
2583, 0, 1900, 700
2584, 100, 800, 1500
2585, 0, 800, 1100
2586, 100, 1700, 700
2587, 100, 800, 1500
2588, 0, 700, 700
2589, 0, 1900, 1000
2590, 0, 800, 1500
2591, 100, 800, 700
2592, 0, 1900, 700
2593, 0, 700, 1400
2594, 100, 800, 700
2595, 0, 1800, 700
2596, 0, 800, 700
2597, 0, 700, 700
2598, 100, 1900, 700
2599, 100, 800, 700
2600, 100, 800, 900
2601, 100, 1300, 700
2602, 100, 800, 1500
2603, 0, 800, 700
2604, 0, 800, 700
2605, 0, 800, 1500
2606, 0, 800, 700
2607, 0, 900, 700
2608, 0, 700, 1400
2609, 0, 800, 600
2610, 100, 800, 700
2611, 0, 700, 1500
2612, 0, 800, 700
2613, 100, 800, 700
2614, 0, 800, 1500
2615, 0, 800, 700
2616, 0, 800, 700
2617, 100, 800, 1800
2618, 300, 2800, 900
2619, 0, 800, 700
2620, 100, 800, 1600
2621, 100, 800, 800
2622, 100, 900, 700
2623, 0, 800, 1600
2624, 0, 700, 700
2625, 0, 800, 700
2626, 100, 1200, 1600
2627, 100, 800, 700
2628, 0, 700, 700
2629, 100, 800, 1500
2630, 100, 800, 700
2631, 0, 700, 700
2632, 0, 700, 1500
2633, 100, 800, 800
2634, 100, 800, 700
2635, 0, 800, 1900
2636, 100, 800, 700
2637, 0, 800, 700
2638, 0, 800, 1600
2639, 100, 800, 1000
2640, 100, 1000, 700
2641, 100, 800, 1600
2642, 0, 700, 1100
2643, 100, 900, 800
2644, 100, 800, 1600
2645, 0, 800, 700
2646, 100, 800, 700
2647, 0, 800, 1700
2648, 0, 700, 700
2649, 0, 700, 1000
2650, 0, 700, 1700
2651, 100, 800, 700
2652, 0, 800, 700
2653, 100, 700, 1800
2654, 100, 800, 700
2655, 0, 800, 700
2656, 100, 800, 1600
2657, 100, 800, 700
2658, 0, 800, 700
2659, 500, 6000, 2900
2660, 0, 900, 900
2661, 100, 900, 700
2662, 100, 800, 1700
2663, 0, 800, 700
2664, 200, 2000, 800
2665, 0, 700, 1700
2666, 100, 800, 700
2667, 100, 800, 700
2668, 0, 800, 2400
2669, 0, 1100, 800
2670, 0, 800, 700
2671, 100, 800, 1600
2672, 100, 800, 700
2673, 0, 700, 700
2674, 100, 800, 2000
2675, 0, 800, 700
2676, 100, 800, 700
2677, 0, 800, 1600
2678, 100, 800, 700
2679, 0, 700, 700
2680, 0, 700, 1500
2681, 0, 800, 1000
2682, 0, 900, 700
2683, 100, 800, 1600
2684, 0, 700, 700
2685, 100, 1200, 1100
2686, 0, 800, 1600
2687, 300, 10400, 9900
2688, 200, 2300, 1100
2689, 0, 900, 1800
2690, 100, 800, 800
2691, 0, 700, 700
2692, 100, 800, 1600
2693, 0, 800, 700
2694, 0, 800, 700
2695, 100, 800, 1600
2696, 0, 800, 700
2697, 0, 800, 700
2698, 100, 800, 1800
2699, 0, 800, 700
2700, 100, 800, 800
2701, 100, 800, 1700
2702, 600, 10200, 3300
2703, 200, 4500, 2100
2704, 200, 4700, 7100
2705, 500, 6000, 1400
2706, 200, 1100, 1500
2707, 0, 1700, 800
2708, 100, 800, 700
2709, 100, 800, 700
2710, 0, 1600, 800
2711, 100, 800, 700
2712, 100, 800, 700
2713, 100, 1600, 1100
2714, 100, 800, 700
2715, 100, 800, 700
2716, 100, 1600, 700
2717, 100, 800, 1000
2718, 0, 800, 700
2719, 100, 1600, 800
2720, 100, 800, 700
2721, 0, 800, 700
2722, 100, 1600, 700
2723, 0, 800, 700
2724, 100, 1100, 700
2725, 100, 13700, 5800
2726, 200, 3400, 1800
2727, 400, 4800, 2200
2728, 100, 5800, 3000
2729, 200, 2800, 1900
2730, 300, 3100, 1000
2731, 100, 1900, 800
2732, 100, 3000, 2700
2733, 0, 800, 800
2734, 0, 800, 700
2735, 0, 700, 1500
2736, 100, 800, 700
2737, 0, 800, 700
2738, 100, 800, 1500
2739, 100, 800, 800
2740, 0, 800, 1500
2741, 100, 800, 1700
2742, 0, 800, 700
2743, 0, 800, 700
2744, 0, 1200, 1500
2745, 0, 800, 900
2746, 100, 800, 7400
2747, 100, 3100, 1600
2748, 200, 1000, 800
2749, 0, 700, 700
2750, 100, 800, 1500
2751, 100, 800, 700
2752, 0, 700, 700
2753, 0, 800, 1700
2754, 0, 700, 700
2755, 100, 800, 700
2756, 0, 700, 1500
2757, 0, 800, 700
2758, 0, 700, 600
2759, 0, 700, 1900
2760, 0, 800, 700
2761, 100, 800, 700
2762, 0, 800, 1600
2763, 100, 12100, 3900
2764, 100, 1400, 800
2765, 100, 900, 1500
2766, 0, 900, 700
2767, 100, 800, 700
2768, 0, 1300, 1500
2769, 200, 2100, 800
2770, 100, 800, 1100
2771, 100, 800, 1700
2772, 0, 700, 600
2773, 0, 800, 700
2774, 100, 800, 1600
2775, 100, 800, 1200
2776, 200, 2100, 800
2777, 100, 800, 2600
2778, 0, 700, 1200
2779, 0, 800, 700
2780, 100, 800, 1700
2781, 0, 700, 600
2782, 0, 800, 700
2783, 0, 9600, 1700
2784, 600, 10000, 3200
2785, 500, 6300, 1500
2786, 100, 1000, 1900
2787, 0, 800, 800
2788, 100, 800, 800
2789, 100, 800, 1500
2790, 200, 1800, 800
2791, 0, 700, 800
2792, 100, 800, 1700
2793, 0, 700, 800
2794, 100, 800, 700
2795, 0, 800, 1500
2796, 0, 700, 700
2797, 0, 700, 700
2798, 0, 800, 1600
2799, 0, 800, 700
2800, 100, 800, 700
2801, 0, 800, 1600
2802, 0, 800, 700
2803, 100, 800, 700
2804, 0, 800, 1700
2805, 0, 700, 700
2806, 100, 1000, 700
2807, 100, 800, 1600
2808, 100, 800, 700
2809, 0, 1100, 1200
2810, 100, 700, 1700
2811, 100, 1100, 2000
2812, 100, 1400, 800
2813, 100, 800, 1600
2814, 0, 700, 700
2815, 0, 900, 2100
2816, 100, 800, 7000
2817, 0, 900, 700
2818, 0, 800, 700
2819, 0, 800, 1600
2820, 0, 800, 700
2821, 100, 1000, 700
2822, 0, 800, 1700
2823, 100, 800, 700
2824, 0, 700, 700
2825, 100, 900, 1700
2826, 100, 800, 700
2827, 100, 900, 700
2828, 100, 800, 1600
2829, 0, 700, 700
2830, 100, 800, 700
2831, 0, 800, 1700
2832, 100, 1300, 700
2833, 0, 800, 700
2834, 100, 800, 1900
2835, 0, 800, 700
2836, 100, 800, 700
2837, 100, 800, 1500
2838, 0, 700, 700
2839, 0, 1000, 1100
2840, 100, 800, 1600
2841, 0, 800, 900
2842, 100, 800, 700
2843, 0, 800, 1600
2844, 100, 800, 700
2845, 100, 800, 1000
2846, 100, 800, 1700
2847, 100, 800, 700
2848, 100, 800, 700
2849, 0, 800, 1700
2850, 0, 700, 700
2851, 100, 700, 700
2852, 0, 700, 1700
2853, 100, 900, 700
2854, 0, 700, 700
2855, 100, 1700, 700
2856, 100, 800, 700
2857, 100, 900, 700
2858, 100, 1600, 700
2859, 0, 900, 700
2860, 100, 800, 700
2861, 0, 2000, 700
2862, 100, 800, 700
2863, 0, 700, 700
2864, 0, 1600, 700
2865, 100, 800, 700
2866, 100, 800, 700
2867, 0, 1600, 800
2868, 100, 1000, 700
2869, 0, 700, 700
2870, 0, 1600, 700
2871, 0, 700, 600
2872, 100, 1300, 700
2873, 0, 1600, 900
2874, 100, 800, 700
2875, 100, 800, 800
2876, 100, 1800, 700
2877, 100, 800, 700
2878, 0, 800, 700
2879, 0, 1700, 700
2880, 100, 800, 700
2881, 0, 800, 700
2882, 100, 1700, 700
2883, 100, 700, 800
2884, 100, 1400, 900
2885, 0, 1500, 800
2886, 0, 800, 600
2887, 0, 700, 700
2888, 100, 1600, 700
2889, 0, 700, 600
2890, 0, 800, 700
2891, 100, 1600, 7200
2892, 0, 1000, 700
2893, 0, 900, 7800
2894, 100, 4100, 1200
2895, 100, 1000, 1600
2896, 0, 1200, 700
2897, 0, 1600, 800
2898, 100, 700, 8400
2899, 100, 900, 700
2900, 0, 1800, 700
2901, 100, 1000, 700
2902, 0, 800, 700
2903, 200, 2400, 700
2904, 100, 800, 700
2905, 100, 800, 1000
2906, 100, 1700, 700
2907, 500, 20000, 10500
2908, 100, 1200, 800
2909, 100, 1800, 800
2910, 100, 800, 800
2911, 100, 1100, 800
2912, 100, 1600, 700
2913, 100, 800, 700
2914, 0, 800, 800
2915, 100, 1500, 700
2916, 0, 1000, 1600
2917, 100, 800, 700
2918, 0, 1100, 700
2919, 0, 800, 1500
2920, 100, 800, 700
2921, 0, 700, 600
2922, 0, 700, 1800
2923, 0, 800, 700
2924, 100, 800, 700
2925, 0, 800, 1500
2926, 100, 800, 1400
2927, 100, 1300, 700
2928, 100, 700, 1500
2929, 100, 800, 700
2930, 100, 900, 700
2931, 0, 4600, 42200
2932, 100, 3000, 1200
2933, 0, 900, 800
2934, 100, 800, 1700
2935, 0, 800, 700
2936, 0, 800, 700
2937, 100, 900, 1600
2938, 0, 800, 800
2939, 100, 700, 700
2940, 0, 700, 1600
2941, 100, 800, 700
2942, 100, 800, 700
2943, 100, 1100, 8000
2944, 0, 2100, 1000
2945, 300, 2000, 800
2946, 0, 800, 1600
2947, 100, 700, 700
2948, 100, 800, 700
2949, 100, 6300, 10900
2950, 100, 1000, 700
2951, 0, 800, 700
2952, 0, 800, 1700
2953, 0, 800, 600
2954, 100, 800, 700
2955, 100, 800, 1500
2956, 0, 800, 700
2957, 100, 800, 700
2958, 200, 3000, 2400
2959, 100, 900, 700
2960, 0, 1200, 700
2961, 0, 800, 1600
2962, 100, 800, 1000
2963, 100, 800, 700
2964, 0, 900, 1600
2965, 300, 2600, 1000
2966, 0, 900, 1700
2967, 100, 800, 1600
2968, 0, 800, 800
2969, 0, 700, 700
2970, 0, 800, 1700
2971, 100, 800, 700
2972, 100, 700, 700
2973, 0, 800, 2200
2974, 0, 800, 700
2975, 0, 800, 700
2976, 0, 700, 1600
2977, 0, 800, 700
2978, 100, 800, 700
2979, 0, 1600, 700
2980, 100, 800, 700
2981, 0, 1100, 700
2982, 0, 1500, 700
2983, 100, 700, 600
2984, 0, 800, 700
2985, 0, 800, 1600
2986, 700, 10000, 3300
2987, 300, 4600, 2100
2988, 300, 4100, 16100
2989, 100, 2000, 900
2990, 100, 800, 700
2991, 100, 800, 2100
2992, 0, 700, 700
2993, 100, 1100, 1000
2994, 100, 800, 1600
2995, 0, 700, 700
2996, 1400, 5100, 1200
2997, 0, 800, 2200
2998, 100, 800, 700
2999, 0, 700, 600
3000, 600, 38200, 13300
3001, 100, 1100, 700
3002, 0, 800, 700
3003, 100, 1700, 700
3004, 100, 700, 700
3005, 100, 800, 800
3006, 100, 1700, 700
3007, 0, 700, 600
3008, 0, 700, 600
3009, 100, 1700, 1100
3010, 0, 700, 1000
3011, 100, 800, 700
3012, 100, 1800, 700
3013, 100, 700, 600
3014, 500, 5800, 1400
3015, 0, 2400, 800
3016, 100, 800, 700
3017, 100, 800, 700
3018, 100, 1600, 700
3019, 0, 700, 700
3020, 100, 700, 600
3021, 200, 1800, 800
3022, 100, 800, 700
3023, 0, 700, 600
3024, 0, 2100, 700
3025, 100, 800, 700
3026, 0, 700, 700
3027, 0, 1800, 700
3028, 0, 800, 700
3029, 0, 700, 600
3030, 0, 1600, 700
3031, 0, 700, 700
3032, 0, 800, 700
3033, 0, 1600, 700
3034, 0, 700, 700
3035, 0, 800, 700
3036, 100, 1600, 700
3037, 0, 800, 700
3038, 100, 800, 700
3039, 100, 1600, 800
3040, 100, 800, 700
3041, 100, 800, 700
3042, 100, 1600, 800
3043, 100, 700, 600
3044, 0, 800, 700
3045, 0, 1600, 700
3046, 100, 700, 700
3047, 0, 700, 700
3048, 0, 1600, 700
3049, 100, 700, 600
3050, 0, 800, 700
3051, 100, 1600, 700
3052, 0, 700, 600
3053, 100, 700, 600
3054, 0, 1500, 800
3055, 100, 700, 600
3056, 0, 800, 700
3057, 0, 1600, 700
3058, 0, 700, 700
3059, 0, 700, 700
3060, 100, 1600, 700
3061, 0, 700, 600
3062, 0, 800, 700
3063, 0, 1600, 700
3064, 100, 800, 700
3065, 100, 800, 700
3066, 100, 1600, 900
3067, 0, 800, 700
3068, 100, 800, 700
3069, 100, 1500, 700
3070, 0, 800, 700
3071, 100, 700, 600
3072, 100, 1500, 700
3073, 100, 1200, 1100
3074, 0, 700, 600
3075, 100, 1600, 700
3076, 100, 800, 1200
3077, 0, 1100, 700
3078, 0, 1600, 700
3079, 100, 800, 700
3080, 100, 900, 700
3081, 100, 1900, 700
3082, 0, 800, 700
3083, 0, 800, 600
3084, 100, 1900, 700
3085, 0, 800, 600
3086, 0, 800, 700
3087, 0, 1600, 600
3088, 0, 1000, 700
3089, 0, 700, 700
3090, 0, 1700, 700
3091, 100, 700, 600
3092, 100, 800, 700
3093, 100, 1600, 600
3094, 0, 700, 800
3095, 100, 700, 700
3096, 0, 1700, 700
3097, 0, 800, 700
3098, 0, 800, 700
3099, 0, 1700, 700
3100, 100, 800, 1600
3101, 0, 700, 1100
3102, 0, 700, 600
3103, 0, 800, 1600
3104, 0, 800, 700
3105, 100, 1000, 700
3106, 100, 800, 1900
3107, 0, 700, 700
3108, 100, 800, 700
3109, 0, 700, 1800
3110, 100, 700, 700
3111, 0, 800, 700
3112, 100, 800, 1600
3113, 100, 700, 700
3114, 0, 700, 700
3115, 0, 800, 1600
3116, 100, 800, 700
3117, 100, 800, 700
3118, 100, 800, 1500
3119, 100, 800, 700
3120, 100, 800, 700
3121, 0, 800, 1600
3122, 0, 700, 700
3123, 100, 800, 600
3124, 100, 800, 1600
3125, 100, 700, 600
3126, 100, 800, 700
3127, 100, 1600, 700
3128, 100, 800, 700
3129, 0, 800, 600
3130, 0, 6700, 800
3131, 0, 800, 600
3132, 0, 800, 700
3133, 100, 1700, 700
3134, 0, 800, 700
3135, 100, 800, 800
3136, 0, 1600, 700
3137, 0, 800, 700
3138, 100, 800, 700
3139, 0, 1500, 700
3140, 100, 700, 600
3141, 0, 800, 700
3142, 0, 1600, 700
3143, 100, 800, 700
3144, 0, 800, 700
3145, 0, 1500, 700
3146, 100, 800, 700
3147, 0, 700, 1100
3148, 0, 1600, 600
3149, 0, 700, 1400
3150, 0, 800, 600
3151, 100, 1600, 900
3152, 100, 1000, 1400
3153, 100, 800, 700
3154, 100, 1700, 1000
3155, 100, 800, 1500
3156, 0, 800, 700
3157, 100, 1600, 700
3158, 0, 700, 1400
3159, 0, 800, 700
3160, 0, 1500, 600
3161, 0, 700, 1400
3162, 0, 800, 700
3163, 0, 1600, 600
3164, 100, 800, 1600
3165, 100, 900, 700
3166, 0, 1700, 700
3167, 100, 800, 1500
3168, 0, 900, 700
3169, 100, 900, 600
3170, 0, 1100, 1600
3171, 100, 800, 700
3172, 0, 800, 700
3173, 0, 700, 1400
3174, 0, 700, 700
3175, 0, 700, 600
3176, 0, 700, 1600
3177, 0, 700, 600
3178, 0, 700, 600
3179, 100, 900, 1500
3180, 0, 800, 900
3181, 0, 1000, 700
3182, 100, 800, 1600
3183, 0, 700, 700
3184, 0, 700, 700
3185, 0, 800, 1600
3186, 0, 700, 700
3187, 0, 800, 700
3188, 100, 700, 1500
3189, 0, 800, 700
3190, 100, 800, 700
3191, 100, 700, 1600
3192, 0, 700, 700
3193, 0, 700, 600
3194, 0, 700, 1600
3195, 100, 800, 700
3196, 0, 700, 600
3197, 100, 800, 1600
3198, 0, 800, 700
3199, 100, 1000, 700
3200, 100, 1000, 1600
3201, 100, 1100, 700
3202, 100, 800, 700
3203, 0, 700, 1600
3204, 100, 700, 700
3205, 0, 700, 600
3206, 0, 700, 1500
3207, 100, 800, 700
3208, 0, 800, 600
3209, 100, 700, 1600
3210, 0, 800, 700
3211, 100, 700, 600
3212, 100, 700, 1600
3213, 100, 800, 700
3214, 100, 700, 600
3215, 0, 700, 1500
3216, 0, 1000, 700
3217, 0, 700, 700
3218, 0, 800, 1500
3219, 0, 800, 700
3220, 100, 800, 700
3221, 0, 800, 1600
3222, 100, 700, 600
3223, 100, 800, 700
3224, 0, 700, 1500
3225, 0, 700, 700
3226, 100, 800, 700
3227, 0, 700, 1500
3228, 100, 800, 700
3229, 0, 900, 900
3230, 100, 700, 1500
3231, 100, 1300, 700
3232, 0, 900, 600
3233, 100, 700, 1500
3234, 0, 700, 700
3235, 100, 800, 700
3236, 100, 800, 1700
3237, 100, 1000, 700
3238, 600, 9700, 3000
3239, 100, 3000, 6100
3240, 200, 3100, 1800
3241, 400, 18600, 1900
3242, 100, 1100, 2400
3243, 0, 800, 700
3244, 100, 800, 2600
3245, 100, 800, 1500
3246, 100, 800, 700
3247, 0, 800, 700
3248, 0, 700, 1500
3249, 0, 700, 600
3250, 100, 700, 700
3251, 100, 700, 1600
3252, 0, 800, 1500
3253, 0, 800, 700
3254, 100, 700, 1800
3255, 100, 1100, 700
3256, 0, 1100, 600
3257, 100, 700, 2100
3258, 100, 700, 700
3259, 0, 700, 600
3260, 0, 700, 1600
3261, 0, 800, 600
3262, 100, 800, 700
3263, 0, 800, 1600
3264, 100, 700, 600
3265, 100, 700, 600
3266, 100, 700, 1500
3267, 100, 700, 600
3268, 100, 800, 700
3269, 0, 700, 1600
3270, 100, 700, 600
3271, 100, 700, 600
3272, 0, 700, 1700
3273, 100, 700, 600
3274, 0, 900, 700
3275, 0, 1600, 900
3276, 0, 700, 600
3277, 0, 700, 700
3278, 0, 1600, 800
3279, 0, 700, 700
3280, 100, 1100, 700
3281, 100, 1700, 700
3282, 0, 700, 700
3283, 100, 800, 700
3284, 0, 1500, 700
3285, 100, 800, 700
3286, 100, 800, 700
3287, 100, 700, 2000
3288, 100, 800, 800
3289, 0, 800, 700
3290, 0, 800, 2300
3291, 100, 1200, 700
3292, 0, 700, 600
3293, 100, 800, 1600
3294, 0, 800, 700
3295, 0, 700, 700
3296, 100, 1600, 700
3297, 0, 700, 700
3298, 100, 800, 700
3299, 0, 1700, 700
3300, 100, 700, 700
3301, 0, 700, 700
3302, 100, 1700, 700
3303, 0, 700, 700
3304, 0, 700, 700
3305, 0, 1700, 700
3306, 100, 800, 700
3307, 0, 800, 700
3308, 100, 1700, 700
3309, 0, 700, 700
3310, 0, 800, 700
3311, 100, 1500, 700
3312, 100, 800, 700
3313, 100, 800, 800
3314, 100, 1800, 700
3315, 100, 700, 1400
3316, 100, 800, 700
3317, 100, 1700, 700
3318, 0, 800, 1600
3319, 0, 700, 600
3320, 100, 800, 700
3321, 0, 800, 1600
3322, 100, 800, 1000
3323, 0, 700, 1100
3324, 100, 800, 1500
3325, 0, 700, 600
3326, 0, 700, 700
3327, 0, 700, 2500
3328, 0, 800, 3900
3329, 0, 800, 700
3330, 100, 800, 1500
3331, 0, 800, 700
3332, 0, 800, 600
3333, 0, 800, 1500
3334, 0, 700, 700
3335, 0, 800, 700
3336, 0, 800, 1600
3337, 100, 800, 700
3338, 100, 800, 700
3339, 0, 700, 1500
3340, 0, 800, 700
3341, 100, 1000, 700
3342, 100, 800, 2300
3343, 100, 800, 700
3344, 0, 1100, 800
3345, 100, 800, 1600
3346, 100, 800, 700
3347, 0, 800, 700
3348, 0, 800, 1600
3349, 0, 800, 700
3350, 0, 900, 700
3351, 100, 1000, 1900
3352, 100, 800, 700
3353, 0, 800, 700
3354, 100, 700, 1500
3355, 0, 900, 600
3356, 100, 800, 700
3357, 0, 800, 2100
3358, 0, 700, 700
3359, 0, 700, 700
3360, 0, 800, 1600
3361, 100, 800, 700
3362, 0, 700, 600
3363, 0, 700, 1600
3364, 100, 800, 700
3365, 0, 700, 600
3366, 100, 700, 1600
3367, 0, 800, 700
3368, 0, 800, 700
3369, 100, 800, 1600
3370, 0, 700, 700
3371, 100, 800, 700
3372, 100, 700, 1500
3373, 0, 700, 600
3374, 100, 800, 700
3375, 0, 700, 1600
3376, 100, 700, 600
3377, 0, 800, 700
3378, 100, 800, 1500
3379, 0, 700, 700
3380, 0, 700, 600
3381, 0, 800, 1600
3382, 0, 700, 700
3383, 100, 800, 700
3384, 0, 1200, 1600
3385, 100, 800, 700
3386, 100, 800, 700
3387, 100, 800, 1600
3388, 100, 800, 700
3389, 100, 700, 600
3390, 100, 800, 1400
3391, 0, 700, 700
3392, 100, 700, 600
3393, 0, 800, 1500
3394, 0, 700, 600
3395, 100, 700, 600
3396, 100, 1300, 1500
3397, 0, 700, 700
3398, 0, 900, 700
3399, 0, 800, 1500
3400, 0, 700, 700
3401, 100, 800, 700
3402, 100, 700, 1500
3403, 0, 700, 1100
3404, 0, 800, 600
3405, 0, 800, 1600
3406, 100, 700, 600
3407, 0, 700, 1000
3408, 100, 900, 1600
3409, 100, 800, 700
3410, 100, 800, 1000
3411, 0, 700, 1600
3412, 0, 700, 700
3413, 0, 700, 600
3414, 0, 700, 1500
3415, 100, 1000, 700
3416, 0, 700, 600
3417, 0, 700, 1500
3418, 100, 800, 700
3419, 100, 700, 600
3420, 100, 800, 1600
3421, 100, 800, 700
3422, 0, 800, 600
3423, 0, 700, 1600
3424, 0, 700, 700
3425, 100, 800, 700
3426, 0, 800, 1600
3427, 0, 700, 800
3428, 100, 800, 600
3429, 100, 700, 1600
3430, 0, 700, 700
3431, 100, 1200, 800
3432, 0, 700, 1700
3433, 0, 700, 800
3434, 0, 700, 600
3435, 0, 700, 1600
3436, 100, 800, 700
3437, 0, 800, 700
3438, 0, 800, 1500
3439, 100, 800, 700
3440, 0, 800, 700
3441, 100, 800, 1800
3442, 100, 800, 600
3443, 100, 700, 700
3444, 0, 700, 1600
3445, 0, 700, 700
3446, 100, 800, 700
3447, 100, 800, 1500
3448, 0, 700, 700
3449, 0, 800, 600
3450, 100, 800, 1500
3451, 0, 700, 600
3452, 100, 800, 700
3453, 0, 800, 1700
3454, 0, 1100, 700
3455, 0, 800, 700
3456, 0, 1600, 700
3457, 100, 800, 700
3458, 100, 800, 700
3459, 0, 1500, 800
3460, 0, 700, 600
3461, 0, 800, 700
3462, 0, 1700, 700
3463, 100, 700, 600
3464, 100, 700, 700
3465, 100, 1600, 700
3466, 0, 800, 700
3467, 0, 700, 700
