numberOfData, addingTime, findingTime, deletingTime
5090, 0, 700, 2000
5091, 0, 800, 700
5092, 100, 800, 700
5093, 100, 700, 1600
5094, 0, 700, 700
5095, 100, 800, 700
5096, 0, 700, 1600
5097, 0, 700, 700
5098, 0, 800, 700
5099, 0, 800, 1600
5100, 0, 800, 700
5101, 0, 800, 800
5102, 0, 700, 1600
5103, 0, 800, 700
5104, 100, 700, 700
5105, 100, 700, 1600
5106, 100, 800, 700
5107, 100, 700, 600
5108, 100, 700, 1600
5109, 100, 800, 700
5110, 100, 800, 700
5111, 100, 700, 1500
5112, 0, 800, 700
5113, 0, 800, 700
5114, 100, 800, 1800
5115, 100, 700, 600
5116, 100, 800, 700
5117, 100, 700, 1500
5118, 100, 800, 700
5119, 100, 800, 700
5120, 100, 800, 1400
5121, 100, 800, 900
5122, 100, 700, 600
5123, 0, 800, 3500
5124, 100, 800, 700
5125, 0, 700, 600
5126, 100, 1000, 1700
5127, 100, 800, 700
5128, 0, 700, 600
5129, 0, 800, 1800
5130, 100, 700, 600
5131, 100, 700, 700
5132, 0, 700, 1600
5133, 100, 800, 700
5134, 100, 700, 600
5135, 0, 800, 1600
5136, 0, 900, 700
5137, 0, 700, 700
5138, 0, 700, 1600
5139, 0, 800, 700
5140, 100, 800, 700
5141, 100, 700, 1500
5142, 100, 700, 700
5143, 0, 700, 600
5144, 100, 3200, 800
5145, 0, 700, 700
5146, 0, 1500, 700
5147, 0, 3300, 700
5148, 0, 700, 600
5149, 100, 700, 900
5150, 0, 1600, 700
5151, 0, 800, 700
5152, 0, 800, 700
5153, 100, 1500, 800
5154, 0, 700, 600
5155, 100, 800, 700
5156, 100, 1600, 800
5157, 0, 700, 700
5158, 0, 700, 700
5159, 100, 700, 1500
5160, 0, 700, 800
5161, 100, 800, 700
5162, 100, 800, 1600
5163, 0, 800, 700
5164, 100, 700, 700
5165, 0, 700, 1500
5166, 100, 800, 700
5167, 0, 700, 600
5168, 0, 1600, 700
5169, 100, 800, 700
5170, 0, 800, 700
5171, 100, 1500, 700
5172, 0, 700, 700
5173, 100, 800, 700
5174, 0, 1700, 800
5175, 100, 800, 700
5176, 100, 700, 600
5177, 100, 1600, 700
5178, 100, 800, 700
5179, 0, 700, 700
5180, 0, 1900, 700
5181, 0, 800, 700
5182, 100, 800, 700
5183, 0, 1700, 700
5184, 0, 700, 800
5185, 100, 800, 600
5186, 0, 1600, 700
5187, 100, 800, 700
5188, 100, 1100, 800
5189, 0, 1500, 700
5190, 0, 800, 700
5191, 0, 800, 700
5192, 0, 2000, 700
5193, 0, 900, 700
5194, 0, 800, 700
5195, 0, 1700, 1100
5196, 0, 800, 700
5197, 0, 800, 700
5198, 100, 1600, 700
5199, 100, 700, 900
5200, 0, 900, 700
5201, 0, 1600, 700
5202, 100, 800, 900
5203, 0, 700, 600
5204, 0, 1500, 700
5205, 100, 800, 700
5206, 0, 800, 700
5207, 100, 1600, 700
5208, 100, 800, 700
5209, 0, 700, 600
5210, 0, 1600, 700
5211, 100, 900, 700
5212, 0, 700, 1300
5213, 0, 800, 700
5214, 100, 800, 1500
5215, 100, 800, 700
5216, 100, 800, 700
5217, 100, 800, 1500
5218, 100, 800, 700
5219, 100, 800, 700
5220, 100, 800, 1700
5221, 0, 800, 700
5222, 100, 900, 700
5223, 0, 700, 3100
5224, 100, 800, 700
5225, 100, 800, 700
5226, 100, 800, 3100
5227, 100, 800, 700
5228, 0, 700, 900
5229, 100, 1000, 1500
5230, 100, 33600, 1100
5231, 0, 700, 600
5232, 0, 700, 1700
5233, 100, 700, 600
5234, 0, 800, 800
5235, 100, 800, 1600
5236, 0, 800, 700
5237, 100, 800, 700
5238, 100, 800, 1900
5239, 0, 700, 700
5240, 0, 800, 700
5241, 100, 800, 3800
5242, 0, 800, 700
5243, 200, 1000, 600
5244, 100, 800, 1600
5245, 100, 700, 600
5246, 100, 800, 700
5247, 0, 800, 1500
5248, 0, 800, 700
5249, 0, 800, 700
5250, 0, 800, 1500
5251, 0, 900, 700
5252, 100, 800, 700
5253, 0, 700, 1600
5254, 100, 900, 700
5255, 100, 800, 700
5256, 0, 700, 1500
5257, 0, 700, 1100
5258, 0, 700, 600
5259, 100, 700, 3500
5260, 0, 800, 700
5261, 100, 800, 700
5262, 100, 700, 1600
5263, 100, 700, 800
5264, 0, 1000, 700
5265, 100, 800, 1800
5266, 100, 800, 700
5267, 100, 800, 600
5268, 0, 700, 1600
5269, 100, 700, 700
5270, 0, 800, 700
5271, 0, 900, 1600
5272, 0, 800, 700
5273, 0, 800, 700
5274, 100, 800, 3700
5275, 0, 700, 700
5276, 100, 800, 700
5277, 100, 700, 1700
5278, 0, 800, 700
5279, 0, 700, 700
5280, 0, 800, 1700
5281, 0, 800, 600
5282, 0, 700, 600
5283, 0, 700, 1500
5284, 0, 700, 700
5285, 100, 900, 700
5286, 100, 700, 3200
5287, 100, 800, 700
5288, 0, 700, 800
5289, 100, 800, 3700
5290, 0, 700, 600
5291, 0, 700, 600
5292, 100, 800, 1900
5293, 0, 700, 700
5294, 0, 800, 600
5295, 0, 900, 1600
5296, 0, 700, 700
5297, 100, 800, 600
5298, 0, 800, 1700
5299, 0, 700, 700
5300, 100, 700, 1400
5301, 100, 2100, 700
5302, 100, 800, 600
5303, 0, 800, 700
5304, 0, 1800, 700
5305, 0, 800, 700
5306, 0, 800, 700
5307, 100, 1500, 800
5308, 0, 800, 600
5309, 0, 800, 700
5310, 0, 800, 1600
5311, 100, 800, 700
5312, 100, 700, 600
5313, 0, 800, 1500
5314, 100, 700, 600
5315, 0, 800, 700
5316, 100, 700, 1500
5317, 100, 800, 700
5318, 0, 800, 700
5319, 0, 700, 1500
5320, 0, 800, 600
5321, 100, 800, 700
5322, 100, 700, 1800
5323, 100, 800, 700
5324, 0, 700, 600
5325, 100, 1700, 700
5326, 100, 700, 600
5327, 0, 800, 700
5328, 100, 3500, 800
5329, 100, 700, 700
5330, 0, 800, 700
5331, 100, 3000, 800
5332, 100, 800, 700
5333, 0, 700, 700
5334, 100, 1600, 700
5335, 100, 700, 1000
5336, 0, 700, 600
5337, 100, 3300, 800
5338, 0, 700, 1000
5339, 0, 700, 700
5340, 0, 1600, 700
5341, 0, 800, 700
5342, 0, 700, 700
5343, 100, 1600, 700
5344, 0, 800, 700
5345, 0, 700, 600
5346, 0, 1600, 700
5347, 0, 800, 700
5348, 0, 700, 600
5349, 0, 1600, 700
5350, 100, 700, 600
5351, 100, 800, 700
5352, 0, 1600, 700
5353, 0, 800, 700
5354, 0, 800, 700
5355, 100, 1900, 700
5356, 100, 700, 600
5357, 0, 800, 700
5358, 0, 1500, 700
5359, 0, 800, 700
5360, 0, 700, 700
5361, 100, 1600, 700
5362, 0, 700, 700
5363, 100, 700, 600
5364, 0, 1500, 800
5365, 0, 800, 700
5366, 100, 700, 600
5367, 100, 1500, 800
5368, 100, 700, 700
5369, 100, 1000, 700
5370, 0, 1700, 1100
5371, 0, 700, 1000
5372, 100, 800, 700
5373, 0, 1700, 700
5374, 100, 800, 700
5375, 100, 700, 1500
5376, 0, 1600, 3800
5377, 0, 700, 700
5378, 100, 800, 700
5379, 0, 1600, 700
5380, 100, 800, 700
5381, 100, 800, 700
5382, 100, 1500, 700
5383, 100, 800, 700
5384, 0, 700, 700
5385, 0, 1700, 700
5386, 100, 700, 600
5387, 0, 700, 700
5388, 0, 1600, 700
5389, 100, 700, 600
5390, 100, 800, 600
5391, 100, 1700, 700
5392, 100, 900, 700
5393, 100, 800, 700
5394, 0, 1600, 700
5395, 100, 800, 700
5396, 0, 1600, 700
5397, 0, 700, 600
5398, 100, 800, 1600
5399, 100, 900, 900
5400, 0, 700, 700
5401, 100, 700, 1500
5402, 0, 700, 700
5403, 100, 800, 700
5404, 0, 700, 1500
5405, 100, 700, 900
5406, 100, 800, 700
5407, 0, 700, 1500
5408, 0, 800, 700
5409, 0, 700, 700
5410, 0, 700, 1600
5411, 0, 800, 700
5412, 100, 700, 700
5413, 0, 700, 1600
5414, 100, 800, 700
5415, 0, 700, 600
5416, 0, 800, 1600
5417, 0, 700, 700
5418, 0, 700, 600
5419, 0, 800, 1600
5420, 0, 800, 700
5421, 0, 800, 700
5422, 100, 700, 1600
5423, 100, 800, 700
5424, 100, 700, 700
5425, 100, 800, 1600
5426, 0, 700, 700
5427, 100, 18900, 20900
5428, 200, 3200, 800
5429, 100, 800, 700
5430, 0, 800, 700
5431, 0, 1500, 700
5432, 100, 1600, 700
5433, 0, 800, 700
5434, 0, 1700, 700
5435, 100, 800, 700
5436, 100, 800, 700
5437, 0, 1600, 700
5438, 0, 800, 1500
5439, 100, 800, 700
5440, 0, 1600, 700
5441, 0, 800, 1500
5442, 0, 800, 700
5443, 100, 1600, 600
5444, 0, 1100, 3300
5445, 0, 700, 600
5446, 0, 1600, 700
5447, 100, 700, 1500
5448, 100, 700, 700
5449, 0, 3200, 700
5450, 100, 700, 3100
5451, 100, 700, 1000
5452, 0, 3300, 700
5453, 0, 800, 3100
5454, 0, 700, 700
5455, 100, 3600, 900
5456, 100, 900, 1600
5457, 0, 700, 600
5458, 100, 1800, 900
5459, 0, 700, 3900
5460, 100, 800, 700
5461, 100, 800, 700
5462, 0, 800, 1800
5463, 100, 1000, 700
5464, 0, 800, 700
5465, 0, 800, 1900
5466, 0, 700, 700
5467, 0, 700, 700
5468, 100, 800, 3900
5469, 0, 800, 600
5470, 0, 800, 700
5471, 100, 800, 3600
5472, 0, 700, 700
5473, 100, 700, 700
5474, 100, 700, 1500
5475, 100, 700, 700
5476, 0, 700, 600
5477, 100, 700, 1700
5478, 100, 800, 700
5479, 100, 800, 700
5480, 0, 700, 1800
5481, 0, 700, 700
5482, 0, 700, 700
5483, 0, 700, 1800
5484, 0, 800, 700
5485, 100, 700, 600
5486, 100, 700, 1500
5487, 0, 700, 700
5488, 0, 700, 700
5489, 100, 800, 1600
5490, 100, 800, 700
5491, 0, 700, 700
5492, 0, 700, 1700
5493, 100, 1000, 600
5494, 0, 700, 700
5495, 0, 800, 1700
5496, 0, 800, 700
5497, 0, 700, 700
5498, 100, 700, 1600
5499, 100, 700, 700
5500, 0, 800, 800
5501, 100, 700, 1500
5502, 100, 800, 700
5503, 0, 800, 700
5504, 1400, 6200, 2900
5505, 100, 1000, 800
5506, 0, 800, 700
5507, 0, 700, 1600
5508, 100, 800, 700
5509, 0, 800, 700
5510, 0, 700, 1600
5511, 0, 700, 700
5512, 0, 700, 600
5513, 0, 700, 1600
5514, 100, 700, 700
5515, 100, 800, 700
5516, 0, 700, 3200
5517, 100, 700, 600
5518, 100, 800, 700
5519, 100, 700, 1400
5520, 0, 1200, 700
5521, 0, 800, 700
5522, 0, 800, 1600
5523, 100, 800, 700
5524, 100, 700, 600
5525, 100, 700, 1900
5526, 200, 2200, 1900
5527, 0, 900, 700
5528, 0, 800, 3500
5529, 0, 700, 600
5530, 100, 800, 700
5531, 0, 800, 2900
5532, 0, 800, 700
5533, 100, 700, 1000
5534, 0, 800, 1500
5535, 0, 800, 700
5536, 0, 700, 600
5537, 0, 800, 1700
5538, 0, 700, 600
5539, 0, 700, 600
5540, 0, 800, 3000
5541, 0, 1000, 800
5542, 0, 800, 700
5543, 100, 700, 1500
5544, 100, 700, 700
5545, 100, 800, 700
5546, 0, 800, 1500
5547, 0, 700, 600
5548, 100, 800, 700
5549, 100, 1100, 2100
5550, 100, 800, 700
5551, 100, 700, 600
5552, 100, 800, 2200
5553, 100, 800, 700
5554, 100, 800, 700
5555, 100, 800, 1600
5556, 0, 700, 700
5557, 100, 800, 700
5558, 0, 800, 2000
5559, 0, 800, 700
5560, 100, 1100, 700
5561, 100, 700, 2000
5562, 100, 700, 800
5563, 0, 800, 700
5564, 100, 800, 3400
5565, 0, 700, 700
5566, 0, 800, 700
5567, 100, 800, 1600
5568, 100, 800, 700
5569, 100, 800, 900
5570, 100, 700, 1900
5571, 0, 700, 600
5572, 100, 800, 600
5573, 0, 700, 1500
5574, 0, 700, 700
5575, 0, 700, 700
5576, 100, 800, 1500
5577, 0, 800, 700
5578, 100, 800, 700
5579, 0, 700, 3000
5580, 0, 700, 700
5581, 100, 800, 600
5582, 100, 800, 1500
5583, 100, 800, 700
5584, 100, 1000, 700
5585, 100, 700, 1500
5586, 100, 800, 700
5587, 0, 800, 700
5588, 0, 800, 1500
5589, 100, 700, 600
5590, 0, 700, 600
5591, 0, 800, 1500
5592, 0, 800, 700
5593, 0, 700, 600
5594, 100, 1900, 800
5595, 100, 800, 700
5596, 100, 800, 600
5597, 100, 1700, 700
5598, 0, 800, 700
5599, 0, 700, 700
5600, 0, 1600, 700
5601, 100, 800, 700
5602, 0, 700, 700
5603, 100, 3100, 700
5604, 0, 800, 700
5605, 0, 800, 700
5606, 100, 1500, 700
5607, 0, 700, 600
5608, 100, 700, 600
5609, 0, 1600, 800
5610, 100, 700, 3300
5611, 100, 800, 700
5612, 100, 1800, 600
5613, 0, 700, 1500
5614, 0, 700, 700
5615, 0, 1700, 700
5616, 0, 700, 1500
5617, 200, 800, 700
5618, 0, 800, 600
5619, 0, 800, 1600
5620, 0, 800, 700
5621, 0, 800, 700
5622, 100, 800, 1500
5623, 0, 700, 600
5624, 0, 700, 600
5625, 0, 700, 1700
5626, 0, 700, 900
5627, 0, 900, 700
5628, 100, 700, 3200
5629, 0, 800, 700
5630, 100, 800, 600
5631, 100, 800, 1500
5632, 100, 1000, 900
5633, 100, 800, 1100
5634, 100, 800, 1500
5635, 100, 800, 700
5636, 0, 800, 700
5637, 0, 800, 1600
5638, 0, 700, 600
5639, 0, 800, 700
5640, 100, 900, 1600
5641, 100, 800, 700
5642, 100, 800, 700
5643, 0, 700, 1600
5644, 0, 700, 600
5645, 0, 800, 700
5646, 0, 700, 1500
5647, 0, 800, 700
5648, 0, 900, 700
5649, 100, 700, 1500
5650, 0, 700, 600
5651, 0, 700, 800
5652, 0, 700, 1400
5653, 0, 700, 700
5654, 100, 800, 700
5655, 0, 700, 1600
5656, 100, 800, 700
5657, 0, 800, 700
5658, 100, 700, 1600
5659, 100, 800, 700
5660, 0, 700, 700
5661, 0, 700, 1900
5662, 0, 800, 800
5663, 100, 800, 700
5664, 100, 800, 1500
5665, 0, 800, 700
5666, 100, 800, 700
5667, 0, 800, 1700
5668, 0, 800, 700
5669, 0, 800, 700
5670, 100, 700, 1500
5671, 0, 800, 700
5672, 0, 900, 700
5673, 0, 700, 1400
5674, 100, 800, 700
5675, 100, 700, 700
5676, 0, 700, 1600
5677, 0, 700, 600
5678, 100, 700, 700
5679, 100, 700, 1500
5680, 0, 800, 700
5681, 100, 700, 600
5682, 100, 700, 1500
5683, 0, 700, 700
5684, 0, 800, 700
5685, 100, 900, 1600
5686, 0, 800, 700
5687, 0, 800, 700
5688, 100, 700, 1500
5689, 0, 700, 700
5690, 100, 800, 700
5691, 0, 700, 1500
5692, 0, 700, 700
5693, 0, 700, 700
5694, 100, 700, 1600
5695, 0, 700, 800
5696, 0, 700, 600
5697, 0, 800, 1500
5698, 0, 800, 700
5699, 0, 700, 700
5700, 0, 800, 1500
5701, 100, 800, 700
5702, 0, 800, 700
5703, 100, 800, 1600
5704, 0, 800, 700
5705, 100, 800, 700
5706, 0, 700, 1500
5707, 0, 700, 1000
5708, 0, 800, 700
5709, 0, 700, 1600
5710, 100, 700, 700
5711, 0, 700, 900
5712, 100, 1000, 1600
5713, 0, 700, 700
5714, 0, 700, 1000
5715, 0, 700, 1500
5716, 0, 700, 700
5717, 0, 800, 700
5718, 0, 700, 1600
5719, 100, 800, 700
5720, 0, 700, 600
5721, 0, 700, 1600
5722, 0, 800, 700
5723, 100, 700, 700
5724, 100, 700, 1500
5725, 500, 800, 700
5726, 0, 800, 700
5727, 100, 700, 1500
5728, 0, 800, 700
5729, 100, 800, 700
5730, 0, 900, 1500
5731, 0, 800, 700
5732, 100, 700, 600
5733, 0, 800, 3300
5734, 0, 700, 700
5735, 0, 700, 600
5736, 0, 800, 1500
5737, 0, 700, 600
5738, 100, 800, 700
5739, 0, 800, 1600
5740, 100, 700, 900
5741, 0, 900, 700
5742, 0, 700, 1800
5743, 100, 700, 600
5744, 100, 700, 700
5745, 100, 800, 3200
5746, 100, 800, 700
5747, 100, 800, 700
5748, 0, 800, 1800
5749, 100, 700, 600
5750, 0, 800, 700
5751, 100, 700, 1700
5752, 0, 900, 700
5753, 200, 800, 700
5754, 100, 1600, 700
5755, 100, 800, 700
5756, 0, 700, 600
5757, 100, 1500, 700
5758, 0, 700, 700
5759, 0, 800, 700
5760, 0, 1500, 700
5761, 0, 800, 800
5762, 0, 800, 700
5763, 0, 1600, 700
5764, 0, 700, 600
5765, 100, 700, 600
5766, 0, 1500, 700
5767, 0, 800, 700
5768, 100, 800, 700
5769, 100, 3100, 700
5770, 0, 800, 700
5771, 100, 1000, 700
5772, 0, 3100, 900
5773, 100, 700, 600
5774, 0, 700, 600
5775, 100, 3500, 700
5776, 0, 1100, 700
5777, 0, 800, 700
5778, 0, 1600, 800
5779, 0, 700, 800
5780, 0, 800, 700
5781, 0, 1600, 700
5782, 100, 700, 600
5783, 100, 800, 700
5784, 0, 1900, 600
5785, 100, 800, 600
5786, 500, 5200, 1400
5787, 100, 2000, 800
5788, 100, 800, 700
5789, 0, 700, 2800
5790, 0, 1600, 800
5791, 0, 800, 700
5792, 100, 800, 700
5793, 100, 1600, 800
5794, 100, 2200, 1600
5795, 100, 800, 700
5796, 0, 800, 700
5797, 100, 1100, 3400
5798, 100, 700, 600
5799, 0, 700, 700
5800, 100, 700, 1500
5801, 0, 800, 700
5802, 100, 800, 700
5803, 100, 800, 1600
5804, 0, 700, 1000
5805, 100, 800, 700
5806, 0, 800, 1400
5807, 0, 800, 700
5808, 100, 700, 600
5809, 0, 700, 1500
5810, 0, 700, 700
5811, 100, 800, 700
5812, 100, 700, 2500
5813, 100, 700, 700
5814, 0, 800, 700
5815, 0, 700, 1600
5816, 0, 1000, 700
5817, 100, 700, 600
5818, 0, 800, 3300
5819, 100, 800, 700
5820, 0, 700, 700
5821, 100, 700, 1500
5822, 100, 800, 600
5823, 100, 800, 700
5824, 0, 700, 1500
5825, 0, 800, 700
5826, 100, 700, 700
5827, 0, 700, 2800
5828, 100, 800, 700
5829, 100, 800, 700
5830, 0, 800, 3200
5831, 0, 700, 700
5832, 0, 800, 700
5833, 0, 700, 1500
5834, 0, 800, 700
5835, 100, 800, 700
5836, 0, 800, 3400
5837, 100, 800, 700
5838, 0, 800, 700
5839, 0, 700, 1400
5840, 0, 1200, 800
5841, 0, 800, 700
5842, 100, 700, 1500
5843, 100, 700, 600
5844, 100, 800, 700
5845, 100, 700, 1600
5846, 0, 700, 700
5847, 100, 800, 1200
5848, 100, 700, 1400
5849, 0, 800, 700
5850, 0, 800, 1600
5851, 0, 700, 1500
5852, 0, 800, 700
5853, 100, 700, 600
5854, 0, 700, 1500
5855, 0, 700, 700
5856, 100, 800, 700
5857, 0, 800, 1600
5858, 0, 700, 700
5859, 100, 800, 700
5860, 0, 700, 2900
5861, 400, 6100, 1500
5862, 100, 800, 700
5863, 0, 700, 1700
5864, 0, 700, 600
5865, 100, 700, 600
5866, 0, 700, 1600
5867, 100, 700, 600
5868, 0, 800, 700
5869, 100, 800, 4000
5870, 0, 700, 600
5871, 100, 800, 700
5872, 100, 700, 1500
5873, 100, 700, 700
5874, 0, 800, 700
5875, 0, 700, 3200
5876, 100, 700, 600
5877, 0, 700, 700
5878, 100, 800, 1700
5879, 100, 800, 700
5880, 100, 700, 700
5881, 0, 700, 1500
5882, 100, 800, 1000
5883, 0, 800, 1200
5884, 0, 900, 1600
5885, 100, 700, 600
5886, 100, 700, 600
5887, 0, 800, 2500
5888, 0, 800, 3900
5889, 100, 800, 700
5890, 0, 700, 1600
5891, 0, 800, 700
5892, 0, 700, 700
5893, 0, 700, 1700
5894, 100, 800, 700
5895, 100, 800, 700
5896, 100, 800, 1600
5897, 0, 800, 700
5898, 0, 800, 700
5899, 0, 700, 1500
5900, 100, 700, 700
5901, 0, 700, 700
5902, 100, 700, 1600
5903, 300, 4600, 1300
5904, 100, 1800, 800
5905, 100, 1700, 800
5906, 100, 800, 700
5907, 100, 800, 700
5908, 0, 1600, 700
5909, 100, 800, 700
5910, 0, 700, 700
5911, 0, 1800, 1100
5912, 100, 800, 700
5913, 100, 800, 700
5914, 0, 3200, 700
5915, 0, 700, 700
5916, 0, 800, 700
5917, 0, 3100, 1000
5918, 0, 800, 700
5919, 0, 800, 700
5920, 100, 1600, 700
5921, 100, 800, 700
5922, 0, 700, 600
5923, 100, 3100, 700
5924, 100, 800, 700
5925, 100, 800, 700
5926, 100, 3300, 700
5927, 0, 700, 600
5928, 0, 800, 700
5929, 0, 3100, 800
5930, 0, 800, 700
5931, 0, 700, 700
5932, 100, 1500, 700
5933, 0, 700, 700
5934, 0, 700, 600
5935, 0, 1500, 700
5936, 100, 700, 700
5937, 0, 800, 600
5938, 0, 1500, 600
5939, 0, 700, 700
5940, 0, 700, 700
5941, 0, 3300, 700
5942, 0, 700, 700
5943, 100, 800, 700
5944, 0, 2000, 700
5945, 100, 800, 600
5946, 0, 800, 700
5947, 0, 1700, 800
5948, 100, 800, 700
5949, 0, 800, 700
5950, 0, 1500, 700
5951, 0, 800, 700
5952, 100, 800, 700
5953, 100, 1700, 700
5954, 100, 700, 600
5955, 100, 700, 600
5956, 100, 1900, 700
5957, 0, 800, 600
5958, 100, 800, 700
5959, 100, 1600, 700
5960, 0, 800, 700
5961, 0, 700, 600
5962, 100, 3300, 700
5963, 100, 700, 1100
5964, 0, 800, 700
5965, 0, 3100, 700
5966, 100, 800, 700
5967, 100, 700, 900
5968, 0, 1800, 700
5969, 100, 700, 700
5970, 100, 800, 1000
5971, 100, 1600, 700
5972, 100, 800, 700
5973, 100, 800, 700
5974, 0, 3100, 600
5975, 0, 1000, 700
5976, 0, 700, 600
5977, 100, 3000, 700
5978, 0, 2600, 3200
5979, 0, 800, 700
5980, 0, 700, 700
5981, 0, 700, 3100
5982, 0, 700, 700
5983, 100, 700, 700
5984, 0, 800, 3100
5985, 100, 700, 600
5986, 100, 700, 600
5987, 0, 1300, 1500
5988, 100, 800, 700
5989, 100, 800, 700
5990, 0, 800, 1500
5991, 0, 700, 800
5992, 0, 700, 600
5993, 100, 700, 1400
5994, 100, 700, 600
5995, 100, 800, 700
5996, 100, 700, 1500
5997, 100, 700, 600
5998, 0, 800, 700
5999, 0, 700, 1400
6000, 100, 700, 700
6001, 100, 700, 600
6002, 100, 800, 3300
6003, 0, 800, 700
6004, 100, 800, 700
6005, 0, 800, 3100
6006, 0, 700, 600
6007, 0, 700, 700
6008, 100, 800, 1600
6009, 0, 700, 700
6010, 100, 800, 700
6011, 0, 800, 1500
6012, 0, 700, 700
6013, 0, 700, 600
6014, 0, 700, 1700
6015, 100, 800, 700
6016, 0, 700, 700
6017, 100, 800, 1600
6018, 0, 800, 700
6019, 0, 700, 600
6020, 0, 800, 1600
6021, 0, 700, 700
6022, 0, 700, 700
6023, 100, 700, 3100
6024, 100, 700, 600
6025, 0, 700, 700
6026, 100, 700, 3300
6027, 100, 700, 600
6028, 0, 800, 700
6029, 100, 800, 1600
6030, 0, 800, 700
6031, 0, 28100, 18300
6032, 100, 900, 1400
6033, 100, 700, 600
6034, 100, 700, 600
6035, 0, 700, 1500
6036, 100, 700, 600
6037, 100, 700, 600
6038, 0, 600, 1600
6039, 0, 600, 600
6040, 100, 700, 600
6041, 0, 700, 1400
6042, 100, 700, 600
6043, 0, 700, 600
6044, 100, 700, 3000
6045, 100, 700, 800
6046, 0, 800, 600
6047, 100, 600, 1600
6048, 0, 700, 600
6049, 0, 700, 600
6050, 0, 1400, 600
6051, 0, 600, 500
6052, 0, 800, 600
6053, 0, 3300, 600
6054, 0, 600, 600
6055, 0, 700, 600
6056, 100, 3000, 600
6057, 0, 700, 600
6058, 100, 700, 600
6059, 0, 1500, 700
6060, 0, 600, 600
6061, 0, 700, 600
6062, 0, 3100, 600
6063, 100, 700, 600
6064, 100, 700, 600
6065, 0, 1500, 700
6066, 0, 700, 600
6067, 0, 600, 500
6068, 100, 1500, 600
6069, 0, 600, 600
6070, 0, 600, 600
6071, 0, 1500, 600
6072, 0, 1000, 600
6073, 100, 700, 600
6074, 0, 1500, 700
6075, 100, 700, 600
6076, 100, 700, 600
6077, 100, 3500, 600
6078, 0, 700, 600
6079, 100, 700, 600
6080, 0, 1500, 700
6081, 0, 700, 800
6082, 100, 700, 900
6083, 0, 1500, 600
6084, 100, 700, 600
6085, 0, 700, 600
6086, 100, 1400, 600
6087, 0, 600, 500
6088, 0, 600, 600
6089, 100, 1500, 600
6090, 100, 700, 600
6091, 0, 600, 600
6092, 100, 1500, 600
6093, 0, 600, 500
6094, 0, 600, 600
6095, 0, 1500, 600
6096, 100, 700, 600
6097, 0, 700, 600
6098, 0, 1500, 600
6099, 0, 600, 500
6100, 0, 700, 600
6101, 0, 3100, 600
6102, 0, 600, 500
6103, 100, 700, 600
6104, 0, 1500, 600
6105, 0, 700, 600
6106, 100, 700, 600
6107, 0, 1500, 600
6108, 0, 600, 500
6109, 100, 700, 600
6110, 0, 1600, 600
6111, 100, 700, 600
6112, 100, 700, 600
6113, 100, 1600, 600
6114, 100, 700, 600
6115, 100, 700, 600
6116, 0, 1300, 700
6117, 0, 700, 600
6118, 0, 600, 600
6119, 100, 1500, 600
6120, 0, 700, 600
6121, 0, 700, 600
6122, 100, 1500, 600
6123, 0, 700, 600
6124, 0, 600, 500
6125, 100, 1400, 600
6126, 100, 700, 600
6127, 0, 600, 500
6128, 100, 3300, 700
6129, 0, 600, 500
6130, 100, 700, 600
6131, 100, 3100, 600
6132, 0, 700, 600
6133, 100, 700, 600
6134, 0, 1500, 700
6135, 0, 700, 600
6136, 100, 700, 600
6137, 0, 1600, 600
6138, 0, 600, 800
6139, 0, 700, 600
6140, 100, 3400, 600
6141, 100, 700, 600
6142, 100, 700, 600
6143, 0, 1500, 600
6144, 0, 700, 600
6145, 0, 700, 1000
6146, 100, 1500, 600
6147, 100, 700, 600
6148, 100, 800, 500
6149, 100, 1500, 600
6150, 0, 600, 600
6151, 100, 700, 600
6152, 100, 1900, 600
6153, 100, 700, 600
6154, 100, 700, 600
6155, 100, 3300, 700
6156, 100, 700, 3000
6157, 0, 800, 600
6158, 0, 1500, 600
6159, 0, 600, 1300
6160, 0, 600, 600
6161, 100, 1700, 600
6162, 100, 700, 1500
6163, 100, 600, 600
6164, 100, 700, 600
6165, 100, 700, 1400
6166, 100, 700, 600
6167, 0, 600, 600
6168, 0, 700, 1400
6169, 100, 700, 600
6170, 100, 700, 600
6171, 0, 600, 1600
6172, 0, 600, 500
6173, 100, 700, 800
6174, 0, 700, 1500
6175, 100, 700, 600
6176, 100, 700, 600
6177, 100, 1500, 600
6178, 0, 700, 600
6179, 100, 700, 600
6180, 100, 1500, 700
6181, 100, 700, 600
6182, 100, 700, 600
6183, 0, 600, 1500
6184, 0, 700, 600
6185, 100, 700, 600
6186, 100, 700, 1500
6187, 100, 700, 600
6188, 100, 600, 600
6189, 100, 700, 1400
6190, 100, 700, 600
6191, 0, 700, 600
6192, 100, 5400, 700
6193, 0, 700, 600
6194, 0, 700, 600
6195, 100, 1500, 600
6196, 0, 700, 600
6197, 0, 700, 600
6198, 0, 1600, 600
6199, 100, 700, 1400
6200, 100, 700, 600
6201, 0, 1500, 600
6202, 100, 600, 1400
6203, 0, 600, 600
6204, 0, 3100, 600
6205, 100, 700, 2900
6206, 0, 600, 600
6207, 0, 2900, 600
6208, 0, 700, 1400
6209, 0, 600, 600
6210, 100, 1400, 600
6211, 0, 700, 3000
6212, 0, 700, 600
6213, 0, 1600, 600
6214, 100, 700, 1400
